dataset,task_ref,call_count,call_bucket,query_mode,confidence,n_gold_operations,n_exactly_named_operations,n_lexically_cued_operations,n_implicit_operations,exact_operation_coverage,lexical_operation_coverage,implicit_operation_rate,sequence_leakage,lcs_ratio,kendall_agreement,exact_ordered_operation_coverage,adjacent_step_mappable_share,procedural_cue_count,step_number_count,explicit_intermediate_reference_count
pilot3_train_600_as_trained,ttdf_8255f00ac007,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_1774ca010efd,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6267,0.6667,0.4667,,,7,0,4
pilot3_train_600_as_trained,ttdf_5c1811f269c9,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,1.0,0.0,0.8133,0.8333,0.7333,,,9,0,3
pilot3_train_600_as_trained,ttdf_00e8c3231e5f,8,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.5429,0.625,0.2143,,,14,1,7
pilot3_train_600_as_trained,ttdf_4e2a3eb7132f,8,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.8714,0.875,0.8571,,,10,2,3
pilot3_train_600_as_trained,ttdf_7259ee23f0ab,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,1.0,1.0,1.0,,,5,0,1
pilot3_train_600_as_trained,ttdf_345e33c16f78,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.3167,0.5,-1.0,,,5,1,2
pilot3_train_600_as_trained,ttdf_102b350308ae,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,5,3,2
pilot3_train_600_as_trained,ttdf_2345b4ed0bee,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,3,1,2
pilot3_train_600_as_trained,ttdf_ba79321fa94d,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_3f37a8742f19,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,1,2
pilot3_train_600_as_trained,ttdf_e4e89fb61074,4,4,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,8,5,3
pilot3_train_600_as_trained,ttdf_688d7dfd53e2,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,5,2,3
pilot3_train_600_as_trained,ttdf_2537c818df85,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_73a95eb94f13,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,0.4,0.5,-1.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_ad5b49a1c4ab,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_f5291abb4df5,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,0.8,0.2,0.6583,0.75,0.6667,,,11,7,4
pilot3_train_600_as_trained,ttdf_167a725e87ee,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_29a5374ffa1c,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6667,0.75,0.3333,,,7,4,3
pilot3_train_600_as_trained,ttdf_532d50f0732d,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_f21e2b3a1df3,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,0.8,0.2,0.9,1.0,1.0,,,9,5,4
pilot3_train_600_as_trained,ttdf_ed4a7e43fad4,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.8571,1.0,0.0,1.0,1.0,1.0,,,7,1,6
pilot3_train_600_as_trained,ttdf_9be7c6634296,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,0.8,0.2,0.9,1.0,1.0,,,7,0,3
pilot3_train_600_as_trained,ttdf_4b8a1b98da61,4,4,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,0,3
pilot3_train_600_as_trained,ttdf_35d84caa80a4,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,1.0,0.0,0.7143,0.75,0.5714,,,16,1,7
pilot3_train_600_as_trained,ttdf_bfbb9cf450ca,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.75,0.875,0.125,0.5744,0.7143,0.2381,,,14,1,7
pilot3_train_600_as_trained,ttdf_8f88fd432c9f,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,6,1,2
pilot3_train_600_as_trained,ttdf_73596c9703cc,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_598754ab0b49,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_8c4efd16cc6a,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.75,0.25,0.875,1.0,1.0,,,11,4,3
pilot3_train_600_as_trained,ttdf_272ce16153d2,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_adabb13832c4,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.875,1.0,1.0,,,9,6,3
pilot3_train_600_as_trained,ttdf_2416d321d9dc,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,13,8,5
pilot3_train_600_as_trained,ttdf_2b7b2e5311b5,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,5,0,2
pilot3_train_600_as_trained,ttdf_8db5901e0f81,7,6+,PROCEDURAL_PARTIAL,,,,,,0.5714,0.7143,0.2857,0.8571,1.0,1.0,,,10,1,6
pilot3_train_600_as_trained,ttdf_c4f4e5696839,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,7,4,3
pilot3_train_600_as_trained,ttdf_3e34cd422236,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,4,0,2
pilot3_train_600_as_trained,ttdf_babe92909820,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,0.8,0.2,0.9,1.0,1.0,,,6,0,2
pilot3_train_600_as_trained,ttdf_42d2995a6f40,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.7333,0.8333,0.3333,,,11,1,5
pilot3_train_600_as_trained,ttdf_1ae468c27d05,2,2,GOAL_BASED_IMPLICIT,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_deae1f887c12,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_1900644b6130,3,3,PROCEDURAL_EXPLICIT,,,,,,0.6667,1.0,0.0,1.0,1.0,1.0,,,6,1,2
pilot3_train_600_as_trained,ttdf_0544aaee4722,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,0.875,0.125,0.756,0.8571,0.619,,,13,1,4
pilot3_train_600_as_trained,ttdf_976c382204d3,6,6+,PROCEDURAL_PARTIAL,,,,,,0.5,0.6667,0.3333,0.8333,1.0,1.0,,,11,0,5
pilot3_train_600_as_trained,ttdf_f6b2887c6919,4,4,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,8,5,3
pilot3_train_600_as_trained,ttdf_1ed80d92835f,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_7f5e25dcaf3a,7,6+,PROCEDURAL_PARTIAL,,,,,,0.5714,0.5714,0.4286,0.7857,1.0,1.0,,,14,2,6
pilot3_train_600_as_trained,ttdf_4b355213991f,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_4258c552ac5e,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.75,1.0,1.0,,,8,1,2
pilot3_train_600_as_trained,ttdf_0be5b6cb75ae,5,5,PROCEDURAL_PARTIAL,,,,,,0.6,0.6,0.4,0.8,1.0,1.0,,,6,0,4
pilot3_train_600_as_trained,ttdf_71260bf92acb,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.7143,0.8571,0.1429,0.9286,1.0,1.0,,,13,0,6
pilot3_train_600_as_trained,ttdf_45c1968f9754,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.8571,0.8571,0.1429,0.7271,0.8333,0.6,,,14,8,6
pilot3_train_600_as_trained,ttdf_8209223201ed,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.45,0.6667,-0.3333,,,8,3,3
pilot3_train_600_as_trained,ttdf_5808df6fd315,7,6+,PROCEDURAL_PARTIAL,,,,,,0.5714,0.5714,0.4286,0.5726,0.75,0.6667,,,7,1,6
pilot3_train_600_as_trained,ttdf_2e4c515a13ac,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,0.8,0.2,0.9,1.0,1.0,,,5,1,4
pilot3_train_600_as_trained,ttdf_042a02215c83,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_043985a8ce1c,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_4dd3d4ca918b,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,8,0,3
pilot3_train_600_as_trained,ttdf_942dab9f4ab7,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6,0.6667,0.3333,,,4,1,3
pilot3_train_600_as_trained,ttdf_89a5963f242c,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,4,1,1
pilot3_train_600_as_trained,ttdf_8a92590fcafb,7,6+,PROCEDURAL_PARTIAL,,,,,,0.7143,0.7143,0.2857,0.6857,0.8,0.8,,,14,8,6
pilot3_train_600_as_trained,ttdf_a6da9c250e6d,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6667,0.75,0.3333,,,6,2,4
pilot3_train_600_as_trained,ttdf_2f4bbfee307c,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.875,1.0,1.0,,,7,4,3
pilot3_train_600_as_trained,ttdf_1f0b826e72d8,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.475,0.75,0.0,,,11,2,5
pilot3_train_600_as_trained,ttdf_bc49970de090,5,5,PROCEDURAL_EXPLICIT,,,,,,0.4,0.8,0.2,0.9,1.0,1.0,,,11,7,4
pilot3_train_600_as_trained,ttdf_2c2b2a75f3d9,4,4,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,4,1,3
pilot3_train_600_as_trained,ttdf_389d3366f389,5,5,PROCEDURAL_PARTIAL,,,,,,0.6,0.6,0.4,0.8,1.0,1.0,,,8,1,4
pilot3_train_600_as_trained,ttdf_8e8f45395b58,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,0.8,0.2,0.9,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_5fcd314270c9,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_74caba03ffa6,2,2,PROCEDURAL_PARTIAL,,,,,,1.0,1.0,0.0,0.4,0.5,-1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_0e23839e393f,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_9817de938d54,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_d03e5a45636d,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_fb2e22ddad48,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,6,1,5
pilot3_train_600_as_trained,ttdf_57df8d8c5bcb,8,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,15,1,7
pilot3_train_600_as_trained,ttdf_57c581bfb890,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_5180cb2f6371,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.6667,0.8333,0.1667,0.9167,1.0,1.0,,,13,2,5
pilot3_train_600_as_trained,ttdf_a2107b27b9f6,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.75,0.25,0.875,1.0,1.0,,,8,5,3
pilot3_train_600_as_trained,ttdf_286cc86ff982,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,1,2
pilot3_train_600_as_trained,ttdf_3fbf368af327,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,0.875,0.125,0.794,0.8571,0.8095,,,10,0,3
pilot3_train_600_as_trained,ttdf_7966a158a707,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,1.0,0.0,0.4,0.5,-1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_30a35ee0f7b0,8,6+,PROCEDURAL_PARTIAL,,,,,,0.5,0.625,0.375,0.8125,1.0,1.0,,,8,1,7
pilot3_train_600_as_trained,ttdf_15ad867d0427,8,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6286,0.625,0.6429,,,15,1,7
pilot3_train_600_as_trained,ttdf_bff0fbea4402,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,7,4,3
pilot3_train_600_as_trained,ttdf_a718c390925b,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_35c96fe9aa1d,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,3,1,2
pilot3_train_600_as_trained,ttdf_95dcc556032f,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_07bf20b2416e,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.84,0.8333,0.8667,,,3,0,2
pilot3_train_600_as_trained,ttdf_dd16f3c5ea6b,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.75,0.875,0.125,0.7179,0.8571,0.4286,,,15,2,7
pilot3_train_600_as_trained,ttdf_8d03a56c46fb,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,0.875,0.125,0.8131,0.8571,0.9048,,,17,10,7
pilot3_train_600_as_trained,ttdf_42c6ff32be19,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,6,4,2
pilot3_train_600_as_trained,ttdf_af53bd8e666b,7,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.7143,0.7143,0.7143,,,8,1,7
pilot3_train_600_as_trained,ttdf_015c87ad9318,5,5,PROCEDURAL_EXPLICIT,,,,,,0.4,0.8,0.2,0.6583,0.75,0.6667,,,11,7,4
pilot3_train_600_as_trained,ttdf_02c135e54555,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_8ace54b2becf,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_604c28f7cc33,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_0ba79c037326,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.6667,0.8333,0.1667,0.9167,1.0,1.0,,,9,0,4
pilot3_train_600_as_trained,ttdf_3f70f25e29c4,3,3,PROCEDURAL_EXPLICIT,,,,,,0.6667,1.0,0.0,1.0,1.0,1.0,,,5,3,2
pilot3_train_600_as_trained,ttdf_a3e335150ab7,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.7333,0.8,0.8,,,12,2,5
pilot3_train_600_as_trained,ttdf_9f47294a4d41,8,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.8857,0.875,0.9286,,,10,1,4
pilot3_train_600_as_trained,ttdf_6f72f83d4da5,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_4df65eb35420,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,5,3,2
pilot3_train_600_as_trained,ttdf_223d724f24f7,8,6+,PROCEDURAL_PARTIAL,,,,,,0.625,0.75,0.25,0.875,1.0,1.0,,,16,9,7
pilot3_train_600_as_trained,ttdf_f172051cb77c,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,4,1,1
pilot3_train_600_as_trained,ttdf_c48004ec37d3,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_598c896e67fa,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,13,3,5
pilot3_train_600_as_trained,ttdf_bca37f91a397,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,0.875,0.125,0.9375,1.0,1.0,,,15,0,7
pilot3_train_600_as_trained,ttdf_4e92cb94100a,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.5,0.8333,0.1667,0.6133,0.8,0.2,,,11,1,5
pilot3_train_600_as_trained,ttdf_3625a6ad7a1c,5,5,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_4753fd527f32,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,1.0,1.0,1.0,,,8,1,3
pilot3_train_600_as_trained,ttdf_5142b25ba487,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.875,1.0,0.0,1.0,1.0,1.0,,,16,9,7
pilot3_train_600_as_trained,ttdf_7d383d22fb7a,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,5,2,1
pilot3_train_600_as_trained,ttdf_5cf310c39122,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_77d6e391115f,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.47,0.6,0.2,,,13,2,5
pilot3_train_600_as_trained,ttdf_9685c83f3dfc,5,5,PROCEDURAL_EXPLICIT,,,,,,0.4,1.0,0.0,0.8,0.8,0.8,,,10,6,4
pilot3_train_600_as_trained,ttdf_c47681b3d7a0,2,2,PROCEDURAL_PARTIAL,,,,,,0.0,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_4a91c2d1c195,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_745515521de7,5,5,PROCEDURAL_PARTIAL,,,,,,0.6,0.6,0.4,0.8,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_85cee35e2feb,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,0.6,0.75,0.0,,,6,0,3
pilot3_train_600_as_trained,ttdf_8768270c8a72,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,12,7,5
pilot3_train_600_as_trained,ttdf_3f2e1b780bcd,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.6133,0.8,0.2,,,11,6,5
pilot3_train_600_as_trained,ttdf_19e4c1441f45,5,5,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,9,0,4
pilot3_train_600_as_trained,ttdf_49957a70aa3d,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_fe5ae9b9a99a,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.7333,0.8333,0.3333,,,7,2,3
pilot3_train_600_as_trained,ttdf_bbdef43e44b4,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_54fcfb94bb86,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_f37bedb8e76d,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,0.8,0.2,0.9,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_a9cc88f9be4e,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,2
pilot3_train_600_as_trained,ttdf_42ae658b30be,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,1.0,0.0,0.68,0.8,0.2,,,8,1,4
pilot3_train_600_as_trained,ttdf_a0494f4c9cb3,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.9167,1.0,1.0,,,12,7,5
pilot3_train_600_as_trained,ttdf_0e133bea3966,5,5,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,9,5,4
pilot3_train_600_as_trained,ttdf_6551d6cca40e,7,6+,PROCEDURAL_PARTIAL,,,,,,0.5714,0.7143,0.2857,0.6457,0.8,0.6,,,5,2,2
pilot3_train_600_as_trained,ttdf_28a45ed58282,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.875,1.0,1.0,,,9,3,4
pilot3_train_600_as_trained,ttdf_04c828f63ace,3,3,PROCEDURAL_EXPLICIT,,,,,,0.6667,1.0,0.0,1.0,1.0,1.0,,,5,3,2
pilot3_train_600_as_trained,ttdf_6d81c8322a9f,7,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,8,2,6
pilot3_train_600_as_trained,ttdf_94adadc888d5,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_167fa399c2cd,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,0.8714,0.875,0.8571,,,16,9,7
pilot3_train_600_as_trained,ttdf_2aae75098329,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_07515b82929a,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_43c376355925,5,5,PROCEDURAL_PARTIAL,,,,,,0.6,0.6,0.4,0.8,1.0,1.0,,,10,1,4
pilot3_train_600_as_trained,ttdf_58f1bcb515a6,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.7333,0.8,0.8,,,14,3,5
pilot3_train_600_as_trained,ttdf_476150708d3a,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.6,0.75,0.0,,,7,1,3
pilot3_train_600_as_trained,ttdf_05b7c324b339,5,5,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.8,0.8,0.8,,,8,0,4
pilot3_train_600_as_trained,ttdf_2ae133ee09f2,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,4,3,1
pilot3_train_600_as_trained,ttdf_e1f95e167774,8,6+,PROCEDURAL_PARTIAL,,,,,,0.625,0.75,0.25,0.875,1.0,1.0,,,9,1,1
pilot3_train_600_as_trained,ttdf_befdc6f60b41,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.7333,0.75,0.6667,,,5,2,3
pilot3_train_600_as_trained,ttdf_fdbda41fac60,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,11,0,5
pilot3_train_600_as_trained,ttdf_042735ef3809,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_4c95ada80faf,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_660b4e71ed2b,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,3
pilot3_train_600_as_trained,ttdf_2ec99c8ed114,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,5,0,5
pilot3_train_600_as_trained,ttdf_24d44636b99b,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.9167,1.0,1.0,,,3,0,2
pilot3_train_600_as_trained,ttdf_c5d9d86b0ba2,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_30f0bb5f9fd4,3,3,SEMI_IMPLICIT,,,,,,0.3333,0.3333,0.6667,0.0833,0.0,0.0,,,4,0,1
pilot3_train_600_as_trained,ttdf_4b3dc624a4eb,7,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.8286,0.8571,0.7143,,,10,1,4
pilot3_train_600_as_trained,ttdf_9cd3d0ddf207,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_2cf46c04a4b0,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.2857,0.8571,0.1429,0.7538,0.8333,0.7333,,,8,1,7
pilot3_train_600_as_trained,ttdf_a7e393eef571,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.75,0.25,0.875,1.0,1.0,,,7,1,3
