count_first300,count_rest300,feature,jsd_feature,level,share_diff,share_first300,share_rest300,smd,tv_feature
0,1,semantic_program_family,0.9801582796834518,pf_26d65fc623a6,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_26fbc62ca8fd,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_27e0e307c719,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2828a9a56edb,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2834454bac05,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_28aac4116650,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_296c193fc304,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_29eab661c1e2,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2a2e7c121ff6,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2b0afe058281,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2b218a077383,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2b4abb2fa7f1,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
1,1,semantic_program_family,0.9801582796834518,pf_2b9ba27b6030,0.014270296198584963,0.016129032258064516,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2c032454911b,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2d1c58d951c3,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2dfabe23ef02,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2e273e0a90a2,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2ec4b1cd70d4,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2f32cbfbc590,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2f7cd8575ef1,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
1,0,semantic_program_family,0.9801582796834518,pf_2f804cc65d8d,0.016129032258064516,0.016129032258064516,0.0,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_2f97f7d170b9,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_3019df9530d5,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_305ea2d3af5e,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_3110fdf83914,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_313464ed6556,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_314d800dfd5d,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_31985dfca428,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_31f788790490,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
1,0,semantic_program_family,0.9801582796834518,pf_322230603188,0.016129032258064516,0.016129032258064516,0.0,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_3295b9091e05,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_32d20e621934,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_32e87f28ff5e,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_330becd62e22,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
0,1,semantic_program_family,0.9801582796834518,pf_3326a09d5589,-0.0018587360594795538,0.0,0.0018587360594795538,,0.990706319702593
