c0_win,d1_win,delta_win,joint_cell,knn_distance,nearest_train_distance,ood_decile,ood_score,outcome,sample_id,train_cell_count
1,0,-1,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_loss,4b54ac08-7d24-4d16-b63d-c4d07aaccd80,0
0,0,0,6+|fan_in|topo_3c002cc9f59b|float|diagnostic,0.3425,0.3381,9,0.3399,loss_to_loss,4b755960-987b-447a-a680-dbcd6c465ed5,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.1669,0.1207,2,0.1391,win_to_win,4c733cb3-3e30-46f4-9570-225aabee657f,0
0,0,0,6+|fan_in|topo_db1e543362bf|float|diagnostic,0.3394,0.3359,9,0.3373,loss_to_loss,4e462942-5adc-44e4-9771-749e1759751a,0
0,0,0,5|fan_in|topo_6011a58939eb|float|diagnostic,0.2533,0.2247,7,0.2361,loss_to_loss,4f7d0836-34fa-4d6d-8956-3bd8d62dc577,0
0,0,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.2442,0.2314,7,0.2365,loss_to_loss,50b9c98d-fcb8-43bb-ae56-e6b61d607f7c,0
1,1,0,6+|fan_in|topo_c39b8213eda5|float|diagnostic,0.23,0.2222,4,0.2253,win_to_win,51cbe578-e2fa-447e-8352-3ee8990283f3,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.1142,0.1111,0,0.1124,win_to_win,52136fd0-87d3-4086-968b-fa7b8523c333,0
0,0,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.2504,0.1111,3,0.1668,loss_to_loss,522157eb-3858-46ea-9052-f0b2e73bf024,0
1,0,-1,2|linear|topo_fdeb50f24873|int|diagnostic,0.2765,0.2319,7,0.2497,win_to_loss,52373c4f-e3e9-49cc-ada0-260f70efa0d3,0
1,1,0,5|fan_in|topo_52c12a6fa235|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,527e54a6-fd36-4274-b93c-a57e88c04eb6,0
1,1,0,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,52f03f10-d69f-4d1b-bae6-961f4f39d975,0
1,1,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.313,0.2272,8,0.2615,win_to_win,53276548-b18e-49cc-aac4-30ba51dfba76,0
0,0,0,3|fan_in|topo_911586a55488|float|diagnostic,0.2228,0.2222,3,0.2224,loss_to_loss,535072fe-c1ab-4eda-adbf-feeb2bf4d808,0
0,0,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1304,0.1296,2,0.1299,loss_to_loss,537aefe1-0523-46ff-a08c-e6657a622fa5,0
1,1,0,2|linear|topo_fdeb50f24873|bool|diagnostic,0.2231,0.2222,3,0.2226,win_to_win,53a4529b-b5be-4be5-9daf-fdb735bea3eb,0
1,1,0,6+|fan_in|topo_2b9a65f092bb|float|diagnostic,0.236,0.2306,6,0.2328,win_to_win,53be30fe-7e4c-4ff3-ac84-f26073bbe1d2,0
0,0,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1224,0.1204,1,0.1212,loss_to_loss,5467bbb8-42c8-4997-b46f-5bf9bbc96f76,0
1,1,0,5|fan_in|topo_0c51481d8aeb|float|diagnostic,0.2531,0.2247,7,0.236,win_to_win,55927c49-9d82-41ca-8402-4272bac69678,0
0,0,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.1202,0.1171,1,0.1183,loss_to_loss,56a1c574-6d93-4367-a3df-128fecbda809,0
1,1,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,56ae2af3-97e8-47a4-8510-7a3af9dd3177,0
1,1,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.3343,0.3337,9,0.3339,win_to_win,577a4547-9566-49d5-a1f9-8ec7720aa38a,0
1,1,0,4|linear|topo_5296967693d8|float|diagnostic,0.231,0.2269,5,0.2285,win_to_win,5830f67e-aed1-4252-a279-f107ab8d15bb,0
0,1,1,3|fan_in|topo_911586a55488|float|diagnostic,0.2228,0.2222,3,0.2224,loss_to_win,58f0da42-f029-4773-86a1-dc7548859054,0
0,0,0,2|linear|topo_fdeb50f24873|int|diagnostic,0.3334,0.3333,9,0.3333,loss_to_loss,59212b7c-319b-47b5-b45c-2e375e846970,0
1,1,0,3|mixed|topo_c654e84914a1|int|diagnostic,0.4292,0.3639,9,0.39,win_to_win,5bbe0356-c4f3-40f1-ba56-bbf37156213a,0
1,1,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2452,0.2228,6,0.2318,win_to_win,5c1b3296-9e7c-4627-acb3-13704d18bd95,0
0,0,0,4|linear|topo_5296967693d8|float|diagnostic,0.231,0.2269,5,0.2285,loss_to_loss,5cca94f3-e9c1-41b2-8119-20c0ddbee477,0
1,1,0,6+|linear|topo_02b29308ce2b|float|diagnostic,0.2281,0.2255,4,0.2265,win_to_win,5da516a1-715a-4249-9f59-3b3d30e1b82d,0
1,1,0,4|linear|topo_5296967693d8|float|diagnostic,0.231,0.2269,5,0.2285,win_to_win,5ece6f80-a4fb-48a9-95cd-8c8c2a49ab08,0
0,0,0,5|fan_in|topo_52c12a6fa235|float|diagnostic,0.313,0.2272,8,0.2615,loss_to_loss,5f2689b9-c33d-4981-bb29-c52e7b2ce153,0
0,0,0,3|mixed|topo_5651f3cf682e|str|diagnostic,0.4599,0.4598,9,0.4598,loss_to_loss,5fa7ff50-c123-4abc-be8a-6113e3dfafa7,0
0,0,0,3|fan_in|topo_911586a55488|float|diagnostic,0.118,0.1111,0,0.1139,loss_to_loss,600a9f10-9c69-4fa2-803a-c43737d4e42d,0
0,1,1,6+|fan_in|topo_63f405a71afa|float|diagnostic,0.227,0.224,4,0.2252,loss_to_win,603b4a8b-a4dc-4b16-bb35-ab167c6c45c7,0
0,0,0,6+|fan_in|topo_274cced67f83|float|diagnostic,0.1665,0.1186,2,0.1378,loss_to_loss,60b0664f-1f02-4484-9101-def1ca77fd1a,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,61cbd84c-a854-43b2-a962-3ed64fa2bea5,0
1,1,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2815,0.2387,8,0.2558,win_to_win,61fc2914-10f0-405d-af90-8e5cbe65909a,0
1,1,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2322,0.228,6,0.2297,win_to_win,620e82cc-c653-4faf-953b-510000552cd0,0
1,1,0,5|fan_in|topo_6011a58939eb|float|diagnostic,0.2531,0.2247,7,0.236,win_to_win,623b1c5a-4ee6-4845-9f6f-d41129369bcc,0
1,1,0,2|linear|topo_fdeb50f24873|bool|diagnostic,0.2227,0.2226,3,0.2227,win_to_win,62ab7c42-6aad-4d9c-9012-eb52fb01a82b,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1316,0.119,2,0.124,win_to_win,63854dc5-cf6e-40bd-94e9-f4f930165cb7,0
0,0,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.2709,0.2234,7,0.2424,loss_to_loss,63a86d01-04f7-43e6-a8c9-e8ac53331b71,0
1,1,0,6+|fan_in|topo_f5466e583fca|float|diagnostic,0.2326,0.2297,6,0.2309,win_to_win,63decc75-1337-4064-a0f1-abd398d5985e,0
0,0,0,5|fan_in|topo_774030263969|float|diagnostic,0.2531,0.2247,7,0.236,loss_to_loss,65148711-a63a-4d3f-98f7-192c73c15ac1,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_loss,654ce42c-5be5-4e84-838a-38364d7ec723,0
0,0,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.2878,0.2485,9,0.2642,loss_to_loss,66312c55-87f2-4eb8-9ba2-f5158c1db300,0
1,1,0,5|fan_in|topo_774030263969|float|diagnostic,0.2531,0.2247,7,0.236,win_to_win,664a9ab5-d49e-4c80-9ce8-0b867ef97777,0
1,1,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,665f96da-1bc5-4429-bc38-58046cdfd1c2,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,6661b550-224b-4330-9109-59404e7b811a,0
1,1,0,5|fan_in|topo_6011a58939eb|float|diagnostic,0.2279,0.2247,4,0.226,win_to_win,6895651a-8731-47bc-bef3-42a4944392c9,0
0,0,0,6+|fan_in|topo_549e2ec96bd6|float|diagnostic,0.23,0.2222,4,0.2253,loss_to_loss,68bb325d-be6c-4a56-a70b-be023b8f068b,0
0,0,0,5|fan_in|topo_6011a58939eb|float|diagnostic,0.2282,0.2242,4,0.2258,loss_to_loss,69bacfb5-3461-450d-bee0-3311e75bf7aa,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.1669,0.1207,2,0.1391,loss_to_loss,6a001923-6ece-46ae-9e4e-ae2308bad269,0
0,0,0,6+|fan_in|topo_3d776f83e4a8|float|diagnostic,0.3206,0.2388,9,0.2715,loss_to_loss,6a069715-af16-4353-b530-2c68b1045702,0
1,0,-1,5|fan_in|topo_2b041b861492|float|diagnostic,0.2279,0.2247,4,0.226,win_to_loss,6a42f278-ce39-4b47-ae02-60f80782c2c6,0
1,1,0,6+|fan_in|topo_91a9e4f44c24|float|diagnostic,0.3608,0.3356,9,0.3457,win_to_win,6a580394-2cd8-4a80-bac8-d81c88244059,0
0,0,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2403,0.2244,6,0.2307,loss_to_loss,6a8f3121-3467-477e-9f28-26b4632178cc,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,6accc733-a657-438c-97a2-d9b11b97edb8,0
1,1,0,6+|fan_in|topo_adbf88b7e219|float|diagnostic,0.365,0.3399,9,0.3499,win_to_win,6b3f28d1-703c-4a21-b432-d84505bf42f1,0
1,1,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,6b6884c6-f22a-4f7a-8fc4-73036ab9a0c3,0
1,1,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2237,0.2224,3,0.2229,win_to_win,6b6c601e-23fc-49f8-ad28-e62718aa3852,0
1,0,-1,5|fan_in|topo_5dc2042eea23|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_loss,6bcc90ed-8253-46d4-86a6-ebc1c8550f7a,0
0,1,1,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_win,6c0d717a-af97-47db-ad9d-45255f829e0d,0
0,0,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2247,0.2222,3,0.2232,loss_to_loss,6c5bf32e-9b63-4950-a348-72e08943a6d5,0
1,0,-1,6+|fan_in|topo_864e6cf733bb|float|diagnostic,0.2097,0.1225,3,0.1574,win_to_loss,6c668a48-30d8-46ba-a9ac-8e0c58f9d9f0,0
0,0,0,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.2306,0.2282,6,0.2292,loss_to_loss,6d2f296f-b21b-4c5d-9a0c-1a4bb82df7bc,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1224,0.1204,1,0.1212,win_to_win,6dc00645-b34d-4f6b-a00e-046b14a8ece5,0
0,0,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.2418,0.2407,7,0.2411,loss_to_loss,6e091b41-13a2-4a4a-b4d9-105cf1b9ef85,0
1,1,0,6+|fan_in|topo_606006e98bc2|float|diagnostic,0.2537,0.226,7,0.2371,win_to_win,6e46d58b-4319-430e-b6ca-72689e56a189,0
1,1,0,6+|fan_in|topo_f2c32ff10fdc|float|diagnostic,0.2945,0.2306,8,0.2561,win_to_win,6e91a284-bb94-4086-85c0-179782989414,0
0,0,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.1202,0.1171,1,0.1183,loss_to_loss,6ea6a1a9-f0e3-43ea-925a-4c627fce8951,0
1,1,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,6fb9747f-205d-4057-98a9-bebfa690d3fe,0
1,1,0,5|fan_in|topo_52c12a6fa235|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,702881c1-d5ba-4b90-aa65-8a17d9a3a5a6,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1224,0.1204,1,0.1212,win_to_win,71425aa1-18ff-4f04-a644-a91a2052e572,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,714d3faf-b9d9-42a7-95b5-610d47e43332,0
0,0,0,6+|fan_in|topo_2b9a65f092bb|float|diagnostic,0.236,0.2306,6,0.2328,loss_to_loss,71d06959-7b76-48fb-906f-16f634884bf2,0
1,1,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,73456b3f-d04d-4746-ae18-622952722f11,0
1,1,0,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,73d62322-04e8-4039-866f-787dc05fda19,0
1,1,0,5|fan_in|topo_0c51481d8aeb|float|diagnostic,0.2531,0.2247,7,0.236,win_to_win,746c4d4f-e28a-483b-a0d7-b63e766dc071,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_loss,76446ae7-0565-4df5-bff6-bddcaf386d0f,0
1,0,-1,2|linear|topo_fdeb50f24873|float|diagnostic,0.1196,0.1167,0,0.1179,win_to_loss,766a4d29-1adf-4c1b-ae0b-bda50257dfb3,0
0,0,0,6+|fan_in|topo_c373e6561341|float|diagnostic,0.3165,0.2333,9,0.2666,loss_to_loss,767452b7-f09a-4ccc-ab2d-674c207f7a5e,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.1669,0.1207,2,0.1391,loss_to_loss,77a1ae43-b83e-4a6c-81a6-fa95a2cc6d1a,0
1,1,0,3|mixed|topo_5c49d2fff8bb|str|diagnostic,0.4522,0.3708,9,0.4034,win_to_win,77bb5969-f300-4f68-99d4-179bcd9ba304,0
0,0,0,5|fan_in|topo_7279e5f4b24a|float|diagnostic,0.2533,0.2247,7,0.2361,loss_to_loss,79548961-64d6-432c-aac2-5846fd124032,0
1,1,0,3|fan_in|topo_911586a55488|float|diagnostic,0.118,0.1111,0,0.1139,win_to_win,79f31629-56a4-4e40-8a4d-c1619abcda9b,0
1,1,0,5|fan_in|topo_774030263969|float|diagnostic,0.182,0.1135,3,0.1409,win_to_win,7a8717da-4b2a-4cc4-86a8-c03bfeab7c6c,0
0,0,0,5|fan_in|topo_0c51481d8aeb|float|diagnostic,0.2531,0.2247,7,0.236,loss_to_loss,7b7f782d-2389-49ad-b393-3367a22a8bcd,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1189,0.1111,0,0.1142,win_to_win,7baf91da-a05b-42ae-b79f-6b0b5ef45fb7,0
1,0,-1,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.1669,0.1207,2,0.1391,win_to_loss,7bdd0e4f-6c99-4f49-b9e8-2afc9546891b,0
1,1,0,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,7d0d1b23-f8ba-474b-84fd-e78eaaf967e2,0
0,1,1,6+|fan_in|topo_37f1fc553f96|float|diagnostic,0.2118,0.1204,3,0.1569,loss_to_win,7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,0
1,1,0,5|fan_in|topo_774030263969|float|diagnostic,0.2279,0.2247,4,0.226,win_to_win,7f38a354-d596-4f17-b24b-028e4c29b99b,0
1,1,0,3|fan_in|topo_911586a55488|float|diagnostic,0.118,0.1111,0,0.1139,win_to_win,7f651bd9-4bf0-42ee-9102-106f475f86ed,0
1,1,0,4|linear|topo_5296967693d8|float|diagnostic,0.231,0.2269,5,0.2285,win_to_win,800b2e64-e7fb-43b5-a258-9e19828e1db1,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,80906cae-8547-47ad-863b-9db070fd41ae,0
0,0,0,3|linear|topo_1c8dbe1830b2|str|diagnostic,0.3688,0.3645,9,0.3662,loss_to_loss,8298a332-f803-4f19-97d3-b0b12607538f,0
0,0,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2726,0.2238,7,0.2433,loss_to_loss,837f59f5-0d19-4246-993f-061525bd8d67,0
1,1,0,6+|fan_in|topo_c48b6a5162a2|float|diagnostic,0.2948,0.2261,8,0.2536,win_to_win,83e87247-0e5d-4f60-a88f-8aa6069ce66c,0
0,0,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2247,0.2222,3,0.2232,loss_to_loss,844ce8e2-be74-4db0-8541-132f5bebeb1b,0
0,0,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2739,0.2244,7,0.2442,loss_to_loss,84d4c1eb-d7c3-40c2-abda-780dded290ee,0
0,0,0,6+|linear|topo_02b29308ce2b|float|diagnostic,0.2306,0.2222,4,0.2256,loss_to_loss,856f6b32-e3a3-42e7-adad-f6b3802a6772,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1194,0.1167,0,0.1177,win_to_win,85deb9a0-ca7b-440c-a975-553cc92ff009,0
1,1,0,5|fan_in|topo_52c12a6fa235|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,85ee192d-9b18-47b8-8f8f-e99639042c19,0
1,1,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2319,0.2259,4,0.2283,win_to_win,87282615-28ca-4fe6-bfd8-dc80f913307a,0
1,1,0,6+|fan_in|topo_2bf14060bc2a|float|diagnostic,0.3391,0.3333,9,0.3356,win_to_win,87481cd4-e4d1-4eb7-ad02-0c29677ddb8c,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,88659452-fa94-4511-b6c2-f44d1d792cfe,0
1,1,0,5|fan_in|topo_7279e5f4b24a|float|diagnostic,0.2279,0.2247,4,0.226,win_to_win,887b6d7e-5fb5-4523-9b28-f7ab29cf7636,0
1,1,0,3|fan_in|topo_911586a55488|str|diagnostic,0.3259,0.2441,9,0.2768,win_to_win,88b88263-a647-4da2-9c9a-329970a6aa3a,0
1,1,0,5|fan_in|topo_5dc2042eea23|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,8917020a-8354-4100-8b7a-6c06c6428b57,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,894ae2ce-c653-4e07-9bc9-296ea3f12aef,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_loss,8954bf4e-0de5-4497-8b91-09e6e039d6b6,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1196,0.1167,0,0.1179,win_to_win,8a74c126-ba35-450d-a992-1b2f69197bf4,0
0,1,1,6+|fan_in|topo_a4503152b38a|float|diagnostic,0.3167,0.2345,9,0.2674,loss_to_win,8ab9d4d5-0011-4e49-85cb-ee24f852f350,0
0,0,0,6+|fan_in|topo_9a499ee71ea4|float|diagnostic,0.2274,0.2231,4,0.2248,loss_to_loss,8abb3f96-fd86-4948-b034-3a404caaf078,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_loss,8b135424-72ba-47d7-818e-5d13b21334db,0
1,1,0,6+|fan_in|topo_f5466e583fca|float|diagnostic,0.2326,0.2297,6,0.2309,win_to_win,8b3a28e9-ba64-44cd-bfe2-d7094471b5d7,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,8b77968f-aa3b-443c-a226-7a628b611fb1,0
1,1,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.3148,0.2272,8,0.2622,win_to_win,8d50fe89-d76a-4b2d-8e61-b805e25170a5,0
1,1,0,5|linear|topo_d228dd6db98a|float|diagnostic,0.1138,0.1111,0,0.1122,win_to_win,8d963cd2-0004-45db-9312-d295f0367c1c,0
1,1,0,2|linear|topo_fdeb50f24873|bool|diagnostic,0.2375,0.2222,4,0.2283,win_to_win,8de7580b-2f9f-4516-a3bd-4b5933ca1e2e,0
0,1,1,5|fan_in|topo_774030263969|float|diagnostic,0.2531,0.2247,7,0.236,loss_to_win,8ee1d3b2-4632-4455-b3b1-7a165383c55b,0
1,1,0,5|fan_in|topo_17d840e0415f|float|diagnostic,0.313,0.2272,8,0.2615,win_to_win,8f239e7b-b2e5-4165-8b67-9103c60d155b,0
1,1,0,5|fan_in|topo_5dc2042eea23|float|diagnostic,0.313,0.2272,8,0.2615,win_to_win,8f5235bc-6703-4af2-a441-ec906357889e,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,9169ba71-aeda-4b8f-99a4-c5772cf2efb8,0
0,0,0,6+|fan_in|topo_b08dfd9f1e9d|float|diagnostic,0.2537,0.226,7,0.2371,loss_to_loss,916b2049-ac2d-4d32-b022-e9182f258024,0
1,1,0,4|fan_in|topo_5b37b75596d2|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,92366bd5-f065-4719-91a2-c44123746ce6,0
1,1,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.2371,0.2269,6,0.231,win_to_win,925e5a42-be49-45d0-ae48-9f76fbe1a0a2,0
0,0,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,loss_to_loss,927a732c-c4df-4035-830a-e635368d29d7,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,92b6a1d2-d0d7-4915-a3ea-9361f588979a,0
1,1,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,9305c8b4-aa65-4648-9332-329619fbbb48,0
1,1,0,2|linear|topo_fdeb50f24873|bool|diagnostic,0.2313,0.2296,6,0.2303,win_to_win,93a99349-900a-4d49-8964-8e944e49ff25,0
0,0,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1196,0.1167,0,0.1179,loss_to_loss,93d702d6-5124-4500-a02f-78d32c9c26c4,0
1,1,0,6+|fan_in|topo_274cced67f83|float|diagnostic,0.2097,0.1225,3,0.1574,win_to_win,93dcf0b5-0d95-4bc6-be39-0eb316ee8721,0
0,0,0,5|fan_in|topo_6011a58939eb|float|diagnostic,0.2279,0.2247,4,0.226,loss_to_loss,95ba5a83-de0c-4ec2-a53c-05c00643cb34,0
0,0,0,4|linear|topo_5296967693d8|float|diagnostic,0.231,0.2269,5,0.2285,loss_to_loss,96b0ed5c-cf47-4b92-9cf5-0d69f7a864a9,0
0,1,1,5|fan_in|topo_774030263969|float|diagnostic,0.2531,0.2247,7,0.236,loss_to_win,9855f520-4ad7-4658-85fc-b66003e186bb,0
1,1,0,2|linear|topo_fdeb50f24873|str|diagnostic,0.242,0.2411,7,0.2415,win_to_win,98780c7e-93fa-496c-b2a4-5ed84b9cd8ee,0
0,0,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2296,0.2249,4,0.2268,loss_to_loss,98cad833-bb80-4583-9158-b9d1984eec6e,0
0,1,1,6+|fan_in|topo_53d4d124e14a|float|diagnostic,0.3414,0.3395,9,0.3403,loss_to_win,99501e17-529b-42b7-ae83-e98b576c8019,0
0,0,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1815,0.1138,3,0.1409,loss_to_loss,9a10a5a0-8ece-4a88-be4b-8d88099d5266,0
1,1,0,6+|fan_in|topo_2c3eca3d7e46|float|diagnostic,0.2937,0.2287,8,0.2547,win_to_win,9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,0
1,1,0,3|linear|topo_1c8dbe1830b2|int|diagnostic,0.3404,0.3386,9,0.3394,win_to_win,9a752e1c-dffb-4c71-84d5-687970836ce7,0
1,1,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1196,0.1167,0,0.1179,win_to_win,9adb7a75-2ecb-406d-8a46-542b79eb6e32,0
1,1,0,3|fan_in|topo_911586a55488|float|diagnostic,0.118,0.1111,0,0.1139,win_to_win,9bb69164-80c4-4c4e-a9d2-fa3fa8bee4e3,0
1,1,0,6+|fan_in|topo_41ec797c710c|float|diagnostic,0.2937,0.2287,8,0.2547,win_to_win,9c4c6a80-d210-46e3-bb30-8ab2ca8e8f3a,0
0,0,0,6+|fan_in|topo_5391d564a99d|float|diagnostic,0.3395,0.3362,9,0.3375,loss_to_loss,9cbda69c-2a36-4f07-87cb-e0fa23cebf60,0
1,1,0,5|fan_in|topo_0c51481d8aeb|float|diagnostic,0.2531,0.2247,7,0.236,win_to_win,9d6d1fcc-912d-4543-ba01-900bc1bc60d2,0
1,1,0,4|linear|topo_5296967693d8|float|diagnostic,0.1241,0.1137,0,0.1179,win_to_win,9e473074-b414-4c07-9d2b-8d2512055475,0
1,1,0,4|fan_in|topo_30980484d6d7|float|diagnostic,0.1202,0.1171,1,0.1183,win_to_win,9ecefde1-85a5-4e50-948e-ee9c2bbf414f,0
1,1,0,6+|fan_in|topo_0d3a7c5d1144|float|diagnostic,0.3176,0.2314,9,0.2659,win_to_win,9ee13b1f-14b3-4e54-b629-7a77a03e4262,0
0,1,1,6+|fan_in|topo_619388d6c582|float|diagnostic,0.2302,0.2284,5,0.2291,loss_to_win,9f02bfaf-4adb-40b5-837c-aac1bc3fac30,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,a1d8cfc2-84b1-49dd-8ddc-6b51b110038a,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.2347,0.2318,7,0.2329,win_to_win,a2172da9-3fb2-4aca-b2d5-20a4579d2266,0
1,1,0,5|fan_in|topo_774030263969|float|diagnostic,0.2279,0.2247,4,0.226,win_to_win,a30048e8-000d-4e5a-addc-0e6c6e5c6fb8,0
1,1,0,3|linear|topo_1c8dbe1830b2|float|diagnostic,0.1669,0.1207,2,0.1391,win_to_win,a330bb9e-a3eb-456a-87c3-63caf6822fad,0
1,1,0,4|fan_in|topo_bd3dd51ec1a9|float|diagnostic,0.2306,0.2282,6,0.2292,win_to_win,a44c74fd-b0bf-4f35-a8f0-b0a888135fee,0
0,0,0,5|linear|topo_d228dd6db98a|float|diagnostic,0.2269,0.2255,4,0.226,loss_to_loss,a5446ce3-edec-4898-b802-cc9b4c5864b6,0
0,0,0,4|linear|topo_5296967693d8|float|diagnostic,0.1277,0.1182,2,0.122,loss_to_loss,a5562121-119c-4737-adbe-0ce66cab3f20,0
1,1,0,2|linear|topo_fdeb50f24873|int|diagnostic,0.2926,0.229,8,0.2544,win_to_win,a58be90a-b73e-4d45-a4e2-2ba9db73e912,0
0,0,0,2|linear|topo_fdeb50f24873|list|diagnostic,0.2334,0.2261,5,0.229,loss_to_loss,a7d0c985-3d04-47c8-a063-8276616af274,0
0,0,0,2|linear|topo_fdeb50f24873|float|diagnostic,0.1224,0.1204,1,0.1212,loss_to_loss,a7f3e2d8-d639-488d-97c5-2e51f42ad83e,0
1,1,0,3|fan_in|topo_911586a55488|float|diagnostic,0.118,0.1111,0,0.1139,win_to_win,a845fa23-f94d-436b-b550-86cb6f3da886,0
1,1,0,6+|fan_in|topo_b66425026a59|float|diagnostic,0.2943,0.2256,8,0.2531,win_to_win,a90adb78-71aa-4125-b7c4-6151ed659a80,0
