accepted_effective_groups,candidate_prompt_count,dead_group_rate_before_filtering,effective_group_rate_after_filtering,global_step,n_cells_touched,refill_rounds,rejected_groups,rollout_utilization,sampler,sampler_entropy,target_reached
16,32,0.0,1.0,149,156,1,0,1.0,dynamic_effective_group,0.998906,True
16,32,0.1579,0.8421,150,156,1,3,0.8421,dynamic_effective_group,0.998906,True
16,32,0.0,1.0,151,156,1,0,1.0,dynamic_effective_group,0.998837,True
16,32,0.0,1.0,152,156,1,0,1.0,dynamic_effective_group,0.998838,True
16,32,0.0588,0.9412,153,156,1,1,0.9412,dynamic_effective_group,0.99885,True
16,32,0.0,1.0,154,156,1,0,1.0,dynamic_effective_group,0.998836,True
16,32,0.0,1.0,155,156,1,0,1.0,dynamic_effective_group,0.998836,True
16,32,0.0588,0.9412,156,156,1,1,0.9412,dynamic_effective_group,0.998894,True
16,32,0.0,1.0,157,156,1,0,1.0,dynamic_effective_group,0.998847,True
16,32,0.0588,0.9412,158,156,1,1,0.9412,dynamic_effective_group,0.998852,True
16,32,0.1579,0.8421,159,156,1,3,0.8421,dynamic_effective_group,0.998848,True
16,32,0.0,1.0,160,156,1,0,1.0,dynamic_effective_group,0.998839,True
16,32,0.0588,0.9412,161,156,1,1,0.9412,dynamic_effective_group,0.99884,True
16,32,0.0,1.0,162,156,1,0,1.0,dynamic_effective_group,0.998824,True
16,32,0.0588,0.9412,163,156,1,1,0.9412,dynamic_effective_group,0.998824,True
16,32,0.1111,0.8889,164,156,1,2,0.8889,dynamic_effective_group,0.998812,True
16,32,0.0588,0.9412,165,156,1,1,0.9412,dynamic_effective_group,0.998797,True
16,32,0.0,1.0,166,156,1,0,1.0,dynamic_effective_group,0.998784,True
16,32,0.0,1.0,167,156,1,0,1.0,dynamic_effective_group,0.998785,True
16,32,0.1579,0.8421,168,156,1,3,0.8421,dynamic_effective_group,0.998854,True
16,32,0.1111,0.8889,169,156,1,2,0.8889,dynamic_effective_group,0.998828,True
16,32,0.0588,0.9412,170,156,1,1,0.9412,dynamic_effective_group,0.998805,True
16,32,0.0588,0.9412,171,156,1,1,0.9412,dynamic_effective_group,0.998803,True
16,32,0.0,1.0,172,156,1,0,1.0,dynamic_effective_group,0.998795,True
16,32,0.0588,0.9412,173,156,1,1,0.9412,dynamic_effective_group,0.998796,True
16,32,0.0588,0.9412,174,156,1,1,0.9412,dynamic_effective_group,0.99879,True
16,32,0.0588,0.9412,175,156,1,1,0.9412,dynamic_effective_group,0.998777,True
16,32,0.0588,0.9412,176,156,1,1,0.9412,dynamic_effective_group,0.998767,True
16,32,0.0,1.0,177,156,1,0,1.0,dynamic_effective_group,0.998722,True
16,32,0.0588,0.9412,178,156,1,1,0.9412,dynamic_effective_group,0.998722,True
16,32,0.0588,0.9412,179,156,1,1,0.9412,dynamic_effective_group,0.998706,True
16,32,0.1111,0.8889,180,156,1,2,0.8889,dynamic_effective_group,0.99869,True
16,32,0.0588,0.9412,181,156,1,1,0.9412,dynamic_effective_group,0.998633,True
16,32,0.0,1.0,182,156,1,0,1.0,dynamic_effective_group,0.998622,True
16,32,0.0588,0.9412,183,156,1,1,0.9412,dynamic_effective_group,0.998641,True
16,32,0.1111,0.8889,184,156,1,2,0.8889,dynamic_effective_group,0.998615,True
16,32,0.0,1.0,185,156,1,0,1.0,dynamic_effective_group,0.998591,True
16,32,0.0588,0.9412,186,156,1,1,0.9412,dynamic_effective_group,0.998591,True
16,32,0.0,1.0,187,156,1,0,1.0,dynamic_effective_group,0.998603,True
16,32,0.0588,0.9412,188,156,1,1,0.9412,dynamic_effective_group,0.998684,True
16,32,0.0,1.0,189,156,1,0,1.0,dynamic_effective_group,0.998672,True
16,32,0.0588,0.9412,190,156,1,1,0.9412,dynamic_effective_group,0.998774,True
16,32,0.0,1.0,191,156,1,0,1.0,dynamic_effective_group,0.998746,True
16,32,0.0,1.0,192,156,1,0,1.0,dynamic_effective_group,0.998746,True
16,32,0.0,1.0,193,156,1,0,1.0,dynamic_effective_group,0.998747,True
16,32,0.0588,0.9412,194,156,1,1,0.9412,dynamic_effective_group,0.998771,True
16,32,0.0588,0.9412,195,156,1,1,0.9412,dynamic_effective_group,0.998767,True
16,32,0.0588,0.9412,196,156,1,1,0.9412,dynamic_effective_group,0.998801,True
16,32,0.0588,0.9412,197,156,1,1,0.9412,dynamic_effective_group,0.998786,True
16,32,0.0,1.0,198,156,1,0,1.0,dynamic_effective_group,0.998781,True
16,32,0.1111,0.8889,199,156,1,2,0.8889,dynamic_effective_group,0.998805,True
16,32,0.0,1.0,0,14,1,0,1.0,history_adaptive,1.0,True
16,32,0.0,1.0,1,22,1,0,1.0,history_adaptive,0.989409,True
16,32,0.0588,0.9412,2,30,1,1,0.9412,history_adaptive,0.985608,True
16,32,0.0,1.0,3,36,1,0,1.0,history_adaptive,0.982998,True
16,32,0.0,1.0,4,42,1,0,1.0,history_adaptive,0.980671,True
16,32,0.0,1.0,5,46,1,0,1.0,history_adaptive,0.979189,True
16,32,0.1579,0.8421,6,50,1,3,0.8421,history_adaptive,0.977613,True
16,32,0.0,1.0,7,54,1,0,1.0,history_adaptive,0.977176,True
16,32,0.0588,0.9412,8,57,1,1,0.9412,history_adaptive,0.975992,True
16,32,0.0,1.0,9,60,1,0,1.0,history_adaptive,0.975137,True
16,32,0.0588,0.9412,10,62,1,1,0.9412,history_adaptive,0.974466,True
16,32,0.0,1.0,11,65,1,0,1.0,history_adaptive,0.973689,True
16,32,0.0588,0.9412,12,69,1,1,0.9412,history_adaptive,0.97301,True
16,32,0.0588,0.9412,13,70,1,1,0.9412,history_adaptive,0.973119,True
16,32,0.0,1.0,14,72,1,0,1.0,history_adaptive,0.972759,True
16,32,0.0,1.0,15,74,1,0,1.0,history_adaptive,0.972846,True
16,32,0.1111,0.8889,16,78,1,2,0.8889,history_adaptive,0.9728,True
16,32,0.0,1.0,17,81,1,0,1.0,history_adaptive,0.973007,True
16,32,0.0588,0.9412,18,85,1,1,0.9412,history_adaptive,0.973296,True
16,32,0.0588,0.9412,19,87,1,1,0.9412,history_adaptive,0.973532,True
16,32,0.0588,0.9412,20,89,1,1,0.9412,history_adaptive,0.973502,True
16,32,0.0588,0.9412,21,92,1,1,0.9412,history_adaptive,0.973666,True
16,32,0.0,1.0,22,94,1,0,1.0,history_adaptive,0.974037,True
16,32,0.0,1.0,23,94,1,0,1.0,history_adaptive,0.974117,True
16,32,0.0,1.0,24,95,1,0,1.0,history_adaptive,0.974079,True
16,32,0.0,1.0,25,95,1,0,1.0,history_adaptive,0.974335,True
16,32,0.0,1.0,26,97,1,0,1.0,history_adaptive,0.974371,True
16,32,0.0,1.0,27,102,1,0,1.0,history_adaptive,0.974728,True
16,32,0.0,1.0,28,102,1,0,1.0,history_adaptive,0.975247,True
16,32,0.0,1.0,29,102,1,0,1.0,history_adaptive,0.975359,True
16,32,0.0,1.0,30,103,1,0,1.0,history_adaptive,0.975434,True
16,32,0.0588,0.9412,31,103,1,1,0.9412,history_adaptive,0.975828,True
16,32,0.0,1.0,32,103,1,0,1.0,history_adaptive,0.975998,True
16,32,0.0,1.0,33,103,1,0,1.0,history_adaptive,0.976102,True
16,32,0.0588,0.9412,34,104,1,1,0.9412,history_adaptive,0.976248,True
16,32,0.0588,0.9412,35,104,1,1,0.9412,history_adaptive,0.9765,True
16,32,0.0,1.0,36,105,1,0,1.0,history_adaptive,0.976551,True
16,32,0.0,1.0,37,106,1,0,1.0,history_adaptive,0.97682,True
16,32,0.0588,0.9412,38,108,1,1,0.9412,history_adaptive,0.976977,True
16,32,0.0588,0.9412,39,108,1,1,0.9412,history_adaptive,0.977316,True
16,32,0.0,1.0,40,109,1,0,1.0,history_adaptive,0.977374,True
16,32,0.0588,0.9412,41,109,1,1,0.9412,history_adaptive,0.977635,True
16,32,0.0,1.0,42,109,1,0,1.0,history_adaptive,0.977904,True
16,32,0.0,1.0,43,111,1,0,1.0,history_adaptive,0.978179,True
16,32,0.0,1.0,44,111,1,0,1.0,history_adaptive,0.978598,True
16,32,0.0588,0.9412,45,111,1,1,0.9412,history_adaptive,0.978756,True
16,32,0.0,1.0,46,112,1,0,1.0,history_adaptive,0.978927,True
16,32,0.0,1.0,47,114,1,0,1.0,history_adaptive,0.979207,True
16,32,0.0,1.0,48,117,1,0,1.0,history_adaptive,0.979425,True
16,32,0.0,1.0,49,118,1,0,1.0,history_adaptive,0.979817,True
16,32,0.0,1.0,50,120,1,0,1.0,history_adaptive,0.980258,True
16,32,0.0588,0.9412,51,124,1,1,0.9412,history_adaptive,0.980688,True
16,32,0.0,1.0,52,124,1,0,1.0,history_adaptive,0.981049,True
16,32,0.0588,0.9412,53,125,1,1,0.9412,history_adaptive,0.981434,True
16,32,0.0,1.0,54,127,1,0,1.0,history_adaptive,0.981654,True
16,32,0.1579,0.8421,55,128,1,3,0.8421,history_adaptive,0.982165,True
16,32,0.0,1.0,56,129,1,0,1.0,history_adaptive,0.982531,True
16,32,0.1111,0.8889,57,131,1,2,0.8889,history_adaptive,0.982969,True
16,32,0.1111,0.8889,58,131,1,2,0.8889,history_adaptive,0.983306,True
16,32,0.1111,0.8889,59,132,1,2,0.8889,history_adaptive,0.983383,True
16,32,0.0588,0.9412,60,133,1,1,0.9412,history_adaptive,0.983663,True
16,32,0.0588,0.9412,61,133,1,1,0.9412,history_adaptive,0.984048,True
16,32,0.0,1.0,62,133,1,0,1.0,history_adaptive,0.984263,True
16,32,0.0588,0.9412,63,136,1,1,0.9412,history_adaptive,0.984617,True
16,32,0.0,1.0,64,136,1,0,1.0,history_adaptive,0.98521,True
16,32,0.0588,0.9412,65,136,1,1,0.9412,history_adaptive,0.985569,True
16,32,0.0,1.0,66,138,1,0,1.0,history_adaptive,0.985811,True
16,32,0.0588,0.9412,67,139,1,1,0.9412,history_adaptive,0.986199,True
16,32,0.0,1.0,68,141,1,0,1.0,history_adaptive,0.986514,True
16,32,0.0,1.0,69,142,1,0,1.0,history_adaptive,0.986972,True
16,32,0.0588,0.9412,70,143,1,1,0.9412,history_adaptive,0.987443,True
16,32,0.0588,0.9412,71,146,1,1,0.9412,history_adaptive,0.98806,True
16,32,0.0,1.0,72,146,1,0,1.0,history_adaptive,0.988618,True
16,32,0.1111,0.8889,73,146,1,2,0.8889,history_adaptive,0.988909,True
16,20,0.1579,0.8421,74,150,1,3,0.8421,history_adaptive,0.989069,True
16,44,0.0,1.0,75,150,3,0,1.0,history_adaptive,0.991735,True
16,32,0.0588,0.9412,76,150,1,1,0.9412,history_adaptive,0.991732,True
16,32,0.0,1.0,77,150,1,0,1.0,history_adaptive,0.991699,True
16,32,0.0588,0.9412,78,150,1,1,0.9412,history_adaptive,0.991711,True
16,32,0.0,1.0,79,150,1,0,1.0,history_adaptive,0.991715,True
16,32,0.0588,0.9412,80,150,1,1,0.9412,history_adaptive,0.991792,True
16,32,0.0588,0.9412,81,150,1,1,0.9412,history_adaptive,0.991796,True
16,32,0.0,1.0,82,150,1,0,1.0,history_adaptive,0.991759,True
16,32,0.0588,0.9412,83,150,1,1,0.9412,history_adaptive,0.991767,True
16,32,0.0,1.0,84,150,1,0,1.0,history_adaptive,0.991729,True
16,32,0.0588,0.9412,85,150,1,1,0.9412,history_adaptive,0.991738,True
16,32,0.0588,0.9412,86,150,1,1,0.9412,history_adaptive,0.991769,True
16,32,0.0588,0.9412,87,150,1,1,0.9412,history_adaptive,0.991757,True
16,32,0.0,1.0,88,150,1,0,1.0,history_adaptive,0.991742,True
16,32,0.1111,0.8889,89,150,1,2,0.8889,history_adaptive,0.991932,True
16,32,0.0,1.0,90,150,1,0,1.0,history_adaptive,0.991859,True
16,32,0.0,1.0,91,150,1,0,1.0,history_adaptive,0.991972,True
16,32,0.0588,0.9412,92,151,1,1,0.9412,history_adaptive,0.992046,True
16,32,0.0588,0.9412,93,151,1,1,0.9412,history_adaptive,0.992229,True
16,32,0.0588,0.9412,94,151,1,1,0.9412,history_adaptive,0.992255,True
16,32,0.0,1.0,95,151,1,0,1.0,history_adaptive,0.992249,True
16,32,0.0,1.0,96,151,1,0,1.0,history_adaptive,0.992371,True
16,32,0.0588,0.9412,97,151,1,1,0.9412,history_adaptive,0.99241,True
16,32,0.0588,0.9412,98,151,1,1,0.9412,history_adaptive,0.992424,True
16,32,0.1111,0.8889,99,151,1,2,0.8889,history_adaptive,0.992448,True
16,32,0.0,1.0,100,151,1,0,1.0,history_adaptive,0.992372,True
16,32,0.1111,0.8889,101,151,1,2,0.8889,history_adaptive,0.992475,True
16,32,0.0,1.0,102,151,1,0,1.0,history_adaptive,0.992509,True
16,32,0.0,1.0,103,151,1,0,1.0,history_adaptive,0.992521,True
16,32,0.0588,0.9412,104,151,1,1,0.9412,history_adaptive,0.992527,True
16,32,0.0,1.0,105,151,1,0,1.0,history_adaptive,0.992618,True
16,32,0.0588,0.9412,106,151,1,1,0.9412,history_adaptive,0.99265,True
16,32,0.0588,0.9412,107,151,1,1,0.9412,history_adaptive,0.992695,True
16,32,0.0,1.0,108,151,1,0,1.0,history_adaptive,0.992616,True
16,32,0.0,1.0,109,151,1,0,1.0,history_adaptive,0.992649,True
16,32,0.0,1.0,110,151,1,0,1.0,history_adaptive,0.992703,True
16,32,0.0,1.0,111,151,1,0,1.0,history_adaptive,0.9928,True
16,32,0.0,1.0,112,151,1,0,1.0,history_adaptive,0.992825,True
16,32,0.0,1.0,113,151,1,0,1.0,history_adaptive,0.992838,True
16,32,0.0,1.0,114,151,1,0,1.0,history_adaptive,0.99285,True
16,32,0.0,1.0,115,151,1,0,1.0,history_adaptive,0.992882,True
16,32,0.0,1.0,116,151,1,0,1.0,history_adaptive,0.992902,True
16,32,0.0588,0.9412,117,151,1,1,0.9412,history_adaptive,0.992929,True
16,32,0.0588,0.9412,118,151,1,1,0.9412,history_adaptive,0.992928,True
16,32,0.2,0.8,119,151,1,4,0.8,history_adaptive,0.992941,True
16,32,0.0588,0.9412,120,151,1,1,0.9412,history_adaptive,0.992986,True
16,32,0.0,1.0,121,151,1,0,1.0,history_adaptive,0.992979,True
16,32,0.0,1.0,122,151,1,0,1.0,history_adaptive,0.992973,True
16,32,0.1111,0.8889,123,151,1,2,0.8889,history_adaptive,0.992976,True
16,32,0.0588,0.9412,124,151,1,1,0.9412,history_adaptive,0.992889,True
16,32,0.0588,0.9412,125,151,1,1,0.9412,history_adaptive,0.992855,True
16,32,0.0,1.0,126,151,1,0,1.0,history_adaptive,0.99282,True
16,32,0.1579,0.8421,127,151,1,3,0.8421,history_adaptive,0.99284,True
16,32,0.0,1.0,128,151,1,0,1.0,history_adaptive,0.992842,True
16,32,0.0588,0.9412,129,151,1,1,0.9412,history_adaptive,0.992893,True
16,32,0.0,1.0,130,151,1,0,1.0,history_adaptive,0.992941,True
16,32,0.0,1.0,131,151,1,0,1.0,history_adaptive,0.99298,True
16,32,0.0,1.0,132,151,1,0,1.0,history_adaptive,0.992999,True
16,32,0.0,1.0,133,151,1,0,1.0,history_adaptive,0.993028,True
16,32,0.0,1.0,134,151,1,0,1.0,history_adaptive,0.993051,True
16,32,0.0588,0.9412,135,151,1,1,0.9412,history_adaptive,0.993105,True
16,32,0.0588,0.9412,136,151,1,1,0.9412,history_adaptive,0.993163,True
16,32,0.0,1.0,137,151,1,0,1.0,history_adaptive,0.993167,True
16,32,0.0,1.0,138,151,1,0,1.0,history_adaptive,0.993177,True
16,32,0.0588,0.9412,139,151,1,1,0.9412,history_adaptive,0.993211,True
16,32,0.0588,0.9412,140,151,1,1,0.9412,history_adaptive,0.993193,True
16,32,0.0588,0.9412,141,151,1,1,0.9412,history_adaptive,0.993168,True
16,32,0.0,1.0,142,151,1,0,1.0,history_adaptive,0.993169,True
16,32,0.0,1.0,143,151,1,0,1.0,history_adaptive,0.993162,True
16,32,0.0,1.0,144,151,1,0,1.0,history_adaptive,0.993172,True
16,32,0.0,1.0,145,151,1,0,1.0,history_adaptive,0.993201,True
16,32,0.0,1.0,146,151,1,0,1.0,history_adaptive,0.993202,True
16,32,0.0,1.0,147,151,1,0,1.0,history_adaptive,0.993237,True
16,32,0.0588,0.9412,148,151,1,1,0.9412,history_adaptive,0.993244,True
16,32,0.0588,0.9412,149,151,1,1,0.9412,history_adaptive,0.993225,True
16,32,0.0588,0.9412,150,151,1,1,0.9412,history_adaptive,0.993241,True
16,32,0.0588,0.9412,151,151,1,1,0.9412,history_adaptive,0.993211,True
16,32,0.0,1.0,152,151,1,0,1.0,history_adaptive,0.993217,True
16,32,0.0,1.0,153,151,1,0,1.0,history_adaptive,0.993267,True
16,32,0.0588,0.9412,154,151,1,1,0.9412,history_adaptive,0.993295,True
16,32,0.0,1.0,155,151,1,0,1.0,history_adaptive,0.993236,True
16,32,0.0,1.0,156,151,1,0,1.0,history_adaptive,0.99328,True
16,32,0.0588,0.9412,157,151,1,1,0.9412,history_adaptive,0.993372,True
16,32,0.0,1.0,158,152,1,0,1.0,history_adaptive,0.993365,True
16,32,0.1111,0.8889,159,152,1,2,0.8889,history_adaptive,0.993499,True
16,32,0.0,1.0,160,152,1,0,1.0,history_adaptive,0.993395,True
16,32,0.0,1.0,161,152,1,0,1.0,history_adaptive,0.993388,True
16,32,0.0588,0.9412,162,152,1,1,0.9412,history_adaptive,0.993435,True
16,32,0.0588,0.9412,163,152,1,1,0.9412,history_adaptive,0.993396,True
16,32,0.0,1.0,164,152,1,0,1.0,history_adaptive,0.993407,True
16,32,0.0,1.0,165,152,1,0,1.0,history_adaptive,0.9935,True
16,32,0.0,1.0,166,152,1,0,1.0,history_adaptive,0.99359,True
16,32,0.1111,0.8889,167,152,1,2,0.8889,history_adaptive,0.993636,True
16,32,0.0588,0.9412,168,152,1,1,0.9412,history_adaptive,0.993665,True
16,32,0.0,1.0,169,152,1,0,1.0,history_adaptive,0.993694,True
16,32,0.0588,0.9412,170,152,1,1,0.9412,history_adaptive,0.993696,True
16,32,0.0,1.0,171,152,1,0,1.0,history_adaptive,0.993685,True
16,32,0.0588,0.9412,172,152,1,1,0.9412,history_adaptive,0.993718,True
16,32,0.0,1.0,173,152,1,0,1.0,history_adaptive,0.993726,True
16,32,0.0,1.0,174,152,1,0,1.0,history_adaptive,0.993771,True
16,32,0.0588,0.9412,175,152,1,1,0.9412,history_adaptive,0.993753,True
16,32,0.0,1.0,176,152,1,0,1.0,history_adaptive,0.993721,True
16,32,0.0,1.0,177,152,1,0,1.0,history_adaptive,0.993739,True
16,32,0.1111,0.8889,178,152,1,2,0.8889,history_adaptive,0.993774,True
16,32,0.0588,0.9412,179,152,1,1,0.9412,history_adaptive,0.993762,True
16,32,0.0,1.0,180,152,1,0,1.0,history_adaptive,0.993709,True
16,32,0.0,1.0,181,152,1,0,1.0,history_adaptive,0.993704,True
16,32,0.1579,0.8421,182,152,1,3,0.8421,history_adaptive,0.993708,True
16,32,0.0588,0.9412,183,152,1,1,0.9412,history_adaptive,0.993657,True
16,32,0.0,1.0,184,152,1,0,1.0,history_adaptive,0.99366,True
16,32,0.0,1.0,185,152,1,0,1.0,history_adaptive,0.99367,True
16,32,0.0,1.0,186,152,1,0,1.0,history_adaptive,0.993737,True
16,32,0.0,1.0,187,152,1,0,1.0,history_adaptive,0.993858,True
16,32,0.0588,0.9412,188,152,1,1,0.9412,history_adaptive,0.993895,True
16,32,0.0,1.0,189,152,1,0,1.0,history_adaptive,0.993859,True
16,32,0.0,1.0,190,152,1,0,1.0,history_adaptive,0.9939,True
16,32,0.0,1.0,191,152,1,0,1.0,history_adaptive,0.993961,True
16,32,0.0,1.0,192,152,1,0,1.0,history_adaptive,0.993949,True
16,32,0.0,1.0,193,152,1,0,1.0,history_adaptive,0.993988,True
16,32,0.0,1.0,194,152,1,0,1.0,history_adaptive,0.994044,True
16,32,0.0588,0.9412,195,152,1,1,0.9412,history_adaptive,0.994105,True
16,32,0.0,1.0,196,152,1,0,1.0,history_adaptive,0.994073,True
16,32,0.0588,0.9412,197,152,1,1,0.9412,history_adaptive,0.994161,True
16,32,0.0,1.0,198,152,1,0,1.0,history_adaptive,0.994135,True
16,32,0.0588,0.9412,199,152,1,1,0.9412,history_adaptive,0.994196,True
16,32,0.0588,0.9412,0,15,1,1,0.9412,cell_curriculum,1.0,True
16,32,0.0588,0.9412,1,23,1,1,0.9412,cell_curriculum,0.986958,True
16,32,0.0,1.0,2,31,1,0,1.0,cell_curriculum,0.981583,True
16,32,0.0,1.0,3,36,1,0,1.0,cell_curriculum,0.981036,True
16,32,0.0,1.0,4,41,1,0,1.0,cell_curriculum,0.978897,True
16,32,0.0588,0.9412,5,47,1,1,0.9412,cell_curriculum,0.97727,True
16,32,0.0588,0.9412,6,51,1,1,0.9412,cell_curriculum,0.975395,True
16,32,0.0,1.0,7,55,1,0,1.0,cell_curriculum,0.976112,True
16,32,0.0,1.0,8,59,1,0,1.0,cell_curriculum,0.9747,True
16,32,0.0,1.0,9,61,1,0,1.0,cell_curriculum,0.973949,True
16,32,0.0588,0.9412,10,64,1,1,0.9412,cell_curriculum,0.973135,True
16,32,0.1111,0.8889,11,67,1,2,0.8889,cell_curriculum,0.972859,True
16,32,0.0,1.0,12,71,1,0,1.0,cell_curriculum,0.972156,True
16,32,0.0588,0.9412,13,73,1,1,0.9412,cell_curriculum,0.972053,True
16,32,0.0,1.0,14,76,1,0,1.0,cell_curriculum,0.971612,True
16,32,0.0588,0.9412,15,77,1,1,0.9412,cell_curriculum,0.971576,True
16,32,0.0,1.0,16,78,1,0,1.0,cell_curriculum,0.971686,True
16,32,0.0,1.0,17,79,1,0,1.0,cell_curriculum,0.971592,True
16,32,0.0588,0.9412,18,81,1,1,0.9412,cell_curriculum,0.971377,True
16,32,0.1111,0.8889,19,83,1,2,0.8889,cell_curriculum,0.97157,True
16,32,0.0,1.0,20,86,1,0,1.0,cell_curriculum,0.971688,True
16,32,0.0588,0.9412,21,89,1,1,0.9412,cell_curriculum,0.97184,True
16,32,0.0588,0.9412,22,90,1,1,0.9412,cell_curriculum,0.972541,True
16,32,0.0588,0.9412,23,92,1,1,0.9412,cell_curriculum,0.972589,True
16,32,0.0588,0.9412,24,94,1,1,0.9412,cell_curriculum,0.972696,True
16,32,0.0,1.0,25,94,1,0,1.0,cell_curriculum,0.972947,True
16,32,0.0,1.0,26,94,1,0,1.0,cell_curriculum,0.972993,True
16,32,0.0,1.0,27,95,1,0,1.0,cell_curriculum,0.973165,True
16,32,0.0,1.0,28,98,1,0,1.0,cell_curriculum,0.97319,True
16,32,0.0,1.0,29,100,1,0,1.0,cell_curriculum,0.974054,True
16,32,0.0,1.0,30,101,1,0,1.0,cell_curriculum,0.974397,True
16,32,0.0,1.0,31,103,1,0,1.0,cell_curriculum,0.974645,True
16,32,0.0,1.0,32,105,1,0,1.0,cell_curriculum,0.974963,True
16,32,0.0,1.0,33,105,1,0,1.0,cell_curriculum,0.975235,True
16,32,0.0,1.0,34,107,1,0,1.0,cell_curriculum,0.97554,True
16,32,0.0,1.0,35,108,1,0,1.0,cell_curriculum,0.975817,True
16,32,0.0,1.0,36,109,1,0,1.0,cell_curriculum,0.976106,True
16,32,0.0,1.0,37,109,1,0,1.0,cell_curriculum,0.976452,True
16,32,0.0,1.0,38,111,1,0,1.0,cell_curriculum,0.976581,True
16,32,0.0588,0.9412,39,111,1,1,0.9412,cell_curriculum,0.977021,True
16,32,0.0,1.0,40,112,1,0,1.0,cell_curriculum,0.977074,True
16,32,0.1579,0.8421,41,113,1,3,0.8421,cell_curriculum,0.977434,True
16,32,0.0588,0.9412,42,114,1,1,0.9412,cell_curriculum,0.977602,True
16,32,0.0588,0.9412,43,114,1,1,0.9412,cell_curriculum,0.977753,True
16,32,0.0588,0.9412,44,114,1,1,0.9412,cell_curriculum,0.97817,True
16,32,0.0,1.0,45,116,1,0,1.0,cell_curriculum,0.978397,True
16,32,0.0,1.0,46,117,1,0,1.0,cell_curriculum,0.978888,True
16,32,0.1579,0.8421,47,117,1,3,0.8421,cell_curriculum,0.979179,True
16,32,0.0,1.0,48,118,1,0,1.0,cell_curriculum,0.979649,True
16,32,0.0,1.0,49,118,1,0,1.0,cell_curriculum,0.980296,True
16,32,0.0,1.0,50,120,1,0,1.0,cell_curriculum,0.980589,True
16,32,0.0,1.0,51,120,1,0,1.0,cell_curriculum,0.981077,True
16,32,0.0588,0.9412,52,121,1,1,0.9412,cell_curriculum,0.981371,True
16,32,0.0588,0.9412,53,124,1,1,0.9412,cell_curriculum,0.981592,True
16,32,0.0,1.0,54,125,1,0,1.0,cell_curriculum,0.982198,True
16,32,0.0,1.0,55,126,1,0,1.0,cell_curriculum,0.982541,True
16,32,0.0,1.0,56,127,1,0,1.0,cell_curriculum,0.982779,True
16,32,0.0,1.0,57,128,1,0,1.0,cell_curriculum,0.983114,True
16,32,0.0,1.0,58,128,1,0,1.0,cell_curriculum,0.983612,True
16,32,0.0,1.0,59,130,1,0,1.0,cell_curriculum,0.983821,True
16,32,0.0,1.0,60,130,1,0,1.0,cell_curriculum,0.984439,True
16,32,0.0,1.0,61,132,1,0,1.0,cell_curriculum,0.984756,True
16,32,0.0588,0.9412,62,134,1,1,0.9412,cell_curriculum,0.985192,True
16,32,0.0,1.0,63,135,1,0,1.0,cell_curriculum,0.985536,True
16,32,0.0,1.0,64,137,1,0,1.0,cell_curriculum,0.985773,True
16,32,0.0,1.0,65,139,1,0,1.0,cell_curriculum,0.986205,True
16,32,0.0,1.0,66,139,1,0,1.0,cell_curriculum,0.986662,True
16,32,0.1111,0.8889,67,140,1,2,0.8889,cell_curriculum,0.986865,True
16,32,0.0,1.0,68,140,1,0,1.0,cell_curriculum,0.987141,True
16,32,0.0588,0.9412,69,141,1,1,0.9412,cell_curriculum,0.987542,True
16,32,0.1111,0.8889,70,143,1,2,0.8889,cell_curriculum,0.987934,True
16,32,0.0,1.0,71,145,1,0,1.0,cell_curriculum,0.988259,True
16,32,0.0,1.0,72,148,1,0,1.0,cell_curriculum,0.988679,True
16,32,0.0588,0.9412,73,148,1,1,0.9412,cell_curriculum,0.989343,True
16,22,0.0588,0.9412,74,150,1,1,0.9412,cell_curriculum,0.989546,True
16,42,0.1579,0.8421,75,151,3,3,0.8421,cell_curriculum,0.992113,True
16,32,0.0588,0.9412,76,151,1,1,0.9412,cell_curriculum,0.992043,True
16,32,0.0,1.0,77,151,1,0,1.0,cell_curriculum,0.992037,True
16,32,0.0,1.0,78,151,1,0,1.0,cell_curriculum,0.992083,True
16,32,0.0,1.0,79,151,1,0,1.0,cell_curriculum,0.99212,True
16,32,0.0,1.0,80,151,1,0,1.0,cell_curriculum,0.992213,True
16,32,0.0,1.0,81,151,1,0,1.0,cell_curriculum,0.992246,True
16,32,0.0588,0.9412,82,151,1,1,0.9412,cell_curriculum,0.992293,True
16,32,0.0,1.0,83,151,1,0,1.0,cell_curriculum,0.992373,True
16,32,0.0588,0.9412,84,151,1,1,0.9412,cell_curriculum,0.992457,True
16,32,0.1111,0.8889,85,151,1,2,0.8889,cell_curriculum,0.992535,True
16,32,0.0588,0.9412,86,151,1,1,0.9412,cell_curriculum,0.992461,True
16,32,0.0,1.0,87,151,1,0,1.0,cell_curriculum,0.992477,True
16,32,0.0,1.0,88,151,1,0,1.0,cell_curriculum,0.992495,True
16,32,0.0,1.0,89,151,1,0,1.0,cell_curriculum,0.992522,True
16,32,0.0588,0.9412,90,151,1,1,0.9412,cell_curriculum,0.992657,True
16,32,0.0,1.0,91,151,1,0,1.0,cell_curriculum,0.992653,True
16,32,0.0588,0.9412,92,151,1,1,0.9412,cell_curriculum,0.992664,True
16,32,0.0,1.0,93,151,1,0,1.0,cell_curriculum,0.99268,True
16,32,0.0588,0.9412,94,151,1,1,0.9412,cell_curriculum,0.99273,True
16,32,0.0588,0.9412,95,151,1,1,0.9412,cell_curriculum,0.992747,True
